Time,Steer_SW,Thr_Eng,Pbk_Con,PwrWheel,GearStat,Beta,Vx,Vy,AVz,Ax_SM,Ay_SM,AAz,AVy_L1,AVy_L2,AVy_R1,AVy_R2,Fx_L1,Fx_R1,Fx_L2,Fx_R2,M_Eng_Rq,MY_DR_L1,MY_DR_L2,MY_DR_R1,MY_DR_R2,Ax,Ay,AA_Y,AV_Y,Vx_SM,Vy_SM
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.22442267565042e-06,3.39585091670277e-19,8.9563888388351e-19,0.0,0.0,0.0,0.0,1.96270896633968e-13,1.96270896633968e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85335724129558e-07,1.9428537475151698e-22,1.12344170754328e-18,0.0,0.0,0.0
0.1,-17.6,0.0,0.0,0.15383122952933,1.0,-2.0729821412928,0.32322417664894,-0.0116994736568734,-0.143225732416458,0.102724033052713,0.0008654853383362,0.0164544018220969,3.08032500580525,2.93364086942302,2.84921153174785,2.80586161992748,734.668758993145,729.392737393308,-22.5809906079072,-24.7761786689824,13.9563267668382,249.511772783233,0.0,249.932798695504,0.0,0.0,0.0,0.0163060136764679,-0.143109351744823,0.322057724868768,-0.0121200500717958
0.2,-17.6,0.0,0.0,0.240761824197437,1.0,-0.456375279682425,0.651811638592114,-0.0051919532744458,0.053426074694034,0.08672948670684,0.0018966743270421,0.0053852838245589,5.45385947570655,5.34288133543003,5.47894672065242,5.39349710424657,620.244909370786,621.678574074861,-19.9089591969165,-20.8780450428398,17.209382796233,210.816539839867,0.0,210.768880168112,0.0,0.0,0.0,0.0054157465249165,0.0533844484806047,0.651576472178312,-0.0051236023941706
0.3,-17.6,0.0,0.0,0.337216339491187,1.0,-0.259319627151838,0.952290290622774,-0.0043100774859293,-0.141969582058494,0.0837581779290356,-0.0024946862451306,-0.0337271998171791,7.97974772655617,7.88476919147533,7.86372098107486,7.75954667375914,598.696310389097,599.799420890488,-19.454045670956,-19.3219358091376,17.9675667868948,203.457825347535,0.0,203.65675351777,0.0,0.0,0.0,-0.0337220344846702,-0.141934267440459,0.952018427582512,-0.0046185571768122
0.4,-17.6,0.0,0.0,0.427887350484568,1.0,-0.763584969204069,1.24463889495515,-0.0165883740604925,-0.102304245357529,0.0817518734007518,-0.0025358751191124,0.0245265618887424,10.3339680835269,10.2335001485262,10.2439316217525,10.1425649334683,584.699238452463,584.859271467641,-18.6287677677362,-19.0052500627004,18.1447507008949,198.712214974973,0.0,198.869019635444,0.0,0.0,0.0,0.0245191693123983,-0.102278455216457,1.24446616230388,-0.0168238750147068
0.5,-17.6,0.0,0.0,0.510307546135332,1.0,-0.650763155916526,1.52947539557829,-0.0173724669791893,-0.134038582459545,0.0795261516324062,0.0006686511157237,-0.0294473201600469,12.6544635564147,12.5569186438733,12.5399940307251,12.442324417791,568.494724006643,569.495124442473,-18.6130004285676,-18.2065795549073,18.1863775897873,193.495903049309,0.0,193.692427459885,0.0,0.0,0.0,-0.0294473130396099,-0.134034751416768,1.52936735488017,-0.0178248941064752
0.6,-17.6,0.0,0.0,0.583341787919664,1.0,-0.570485073581038,1.80586628815504,-0.0179813210898022,-0.195155431588942,0.0770379257989225,-0.0013404972084153,0.0145126272773611,14.924896154074,14.8309411701649,14.7573813901064,14.6624727491697,551.085012486028,551.777532873125,-18.037083972337,-18.1659363453277,18.1958408412258,187.666483104326,0.0,187.956573407176,0.0,0.0,0.0,0.014512132295385,-0.195152864226809,1.80580331629554,-0.0184811715512715
0.7,-17.6,0.0,0.0,0.648613633181404,1.0,-0.612526356613722,2.07326962974824,-0.0221653442075642,-0.14837849097772,0.0745403837230201,-0.0010054252238786,-0.0130429999833351,17.0800729780348,16.9859812006413,16.9524690071142,16.8581203841889,533.6392487338,534.47259202232,-17.9735106264363,-17.7377169300057,18.1968152593151,182.002198053317,0.0,182.22227693081,0.0,0.0,0.0,-0.0130430087672594,-0.148375838784097,2.07324333927695,-0.0225869647415456
0.8,-17.6,0.0,0.0,0.710312385607106,1.0,-0.611586308837155,2.33273259188426,-0.0249009877175707,-0.255999068149451,0.0724540905183492,-0.0013465839340319,-0.0064366370641133,19.2487444808537,19.145302475925,19.0279318829369,18.925195249279,518.841473043534,520.119437882218,-17.7569218711629,-17.6332667138955,18.1950662000578,177.11656539826,0.0,177.497872439009,0.0,0.0,0.0,-0.0064373069413781,-0.255999872108981,2.33272802219718,-0.025597770141756
0.9,-17.6,0.0,0.0,0.761119086553955,1.0,-0.62739897476226,2.58417882953236,-0.0282983487963025,-0.21249332125392,0.0699848913023237,-0.0008353090984358,0.0060014378395136,21.2826706535147,21.1741606907757,21.0993929456515,20.9915304894104,501.6257570492,502.522149446408,-17.4414526787541,-17.4937550481113,18.191474295264,171.415069028956,0.0,171.732048408874,0.0,0.0,0.0,0.0060017843074989,-0.212493939715874,2.58419539024519,-0.0288988256120539
